PCF11	0.69522291579891
MAPT	0.95
ANK2	0.5385065748012499
LARP7	0.7293054476722367
RSF1	0.8210908535000804
PLEKHG2	0.7268845908051305
DDX42	0.5938555582705592
PAK4	0.596026179026363
PPP1R12A	0.6835854464614598
NAV3	0.7246609294527395
OSBPL8	0.8078257283137442
CEP95	0.5625002749835017
TBC1D15	0.5074512988834663
CEP112	0.7975389066313698
ZFC3H1	0.5872161478017548
PPP1R14A	0.7704321519343797
SIPA1L3	0.5594140798071974
SMARCAD1	0.5128752763321827
STIM1	0.6143355545615891
PKD2	0.6266079590230794
FAM160A2	0.5811253239807266
SPP1	0.7350911343317167
RRP8	0.7842108094236231
KMT2B	0.886569901281821
HNRNPD	0.6491543951061831
BMP2K	0.792007757575868
LSR	0.6482878927291984
CTR9	0.7523750772710163
PLEKHA1	0.585793198740831
TACC2	0.5894250728912087
STBD1	0.5703966517671583
LSM14A	0.8218974788276261
PARVA	0.5445954303550642
USO1	0.5423389583248573
BAG3	0.5566683833960182
PDZD8	0.7496637303845758
PDCD5	0.588842782862678
LLGL2	0.5934858365864424
SLC4A4	0.8767206696070796
UNK	0.5563514811990925
HPS5	0.8081366426461606
UBE2O	0.7313537794527554
BRD1	0.5246890487912225
PRMT3	0.95
KAT7	0.682881927228525
SMARCC2	0.8228773781343892
YTHDC1	0.5131659257733343
PDCD11	0.8978854835731871
CBX5	0.6859588904396565
NOLC1	0.8940991242152101
ABCC3	0.6507886915618292
MAP1S	0.8210641310718767
SPAG9	0.5885225697495503
EIF4B	0.5920087450326001
TP53I11	0.6295018793277712
SRSF1	0.720735177529456
ARFGAP2	0.5
CHERP	0.7144914363237429
STX4	0.95
TNKS1BP1	0.5386802744325152
KIF1A	0.5478182094478456
SSRP1	0.8884504603184263
MRTFA	0.7109875510074086
ZDHHC5	0.5135337989219392
USP6	0.665951864739463
USP32	0.665951864739463
CTNND1	0.5124605517920019
TBC1D10B	0.6109508631736966
OSBP	0.5197829733894016
PATL1	0.5106311845500533
BRD4	0.5944136908466549
HNF1B	0.7536968945742164
HIRIP3	0.95
DDX23	0.6310058867884325
ESYT2	0.547830969494694
GTF3C1	0.7787484460152008
GIGYF2	0.6489879569935291
AHNAK	0.7450974724494488
PHLDB2	0.5344422393184244
EML3	0.5233350264462076
DIS3L2	0.7450535043591363
NF1	0.5
DDX17	0.6365291892050099
DKC1	0.7448339370316032
SLC38A1	0.6121705530874766
SCAF11	0.807587762125308
TJP1	0.5700801134017844
EMD	0.8310674617851923
CPD	0.6333430176526635
NSRP1	0.8738403167025641
SP100	0.6638686026735167
SPINDOC	0.6204853530545009
MICALL1	0.5683918836084106
GIT1	0.7284952041376841
ILF3	0.5691630216064703
NUFIP2	0.6403946046620087
PPHLN1	0.8269919828959538
MYO18A	0.6051580056405792
POLR3E	0.5436096986261807
EEF2K	0.6781599480944639
KRI1	0.8247125613284426
SUPT6H	0.8886399227834978
NOL8	0.8810933226777233
SF1	0.8079181038769545
PRPF4B	0.8667041120060501
BICC1	0.800558795225714
EIF2AK4	0.5324490026907025
CCDC6	0.5809902896322934
PKP2	0.5600602476052725
DAPK1	0.5578033637177207
DENND5B	0.668930626653424
HTATSF1	0.8662499432295847
